run_seed,variant_name,layer_index,probe_name,probe_family,rank,num_parameters,train_accuracy,test_accuracy,test_accuracy_polarity_invariant
11,pretrained,0,query_only,query_only,64,1538,0.5,0.5,0.5
11,pretrained,0,exact_r1,exact,1,1032,0.5616666666666666,0.5,0.5
11,pretrained,0,exact_r2,exact,2,2062,0.5866666666666667,0.4722222222222222,0.5277777777777778
11,pretrained,0,exact_r4,exact,4,4122,0.585,0.4236111111111111,0.5763888888888888
11,pretrained,0,exact_r8,exact,8,8242,0.5858333333333333,0.4930555555555556,0.5069444444444444
11,pretrained,0,exact_r16,exact,16,16482,0.5925,0.4722222222222222,0.5277777777777778
11,pretrained,0,exact_r64,exact,64,65922,0.5858333333333333,0.4722222222222222,0.5277777777777778
11,pretrained,0,pairwise,pairwise,64,533058,0.8291666666666667,0.5208333333333334,0.5208333333333334
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.9366666666666666,0.5555555555555556,0.5555555555555556
11,pretrained,0,triadic,triadic,87,534878,0.9091666666666667,0.5,0.5
11,pretrained,1,query_only,query_only,64,1538,0.5,0.5,0.5
11,pretrained,1,exact_r1,exact,1,1032,0.5433333333333333,0.5138888888888888,0.5138888888888888
11,pretrained,1,exact_r2,exact,2,2062,0.5933333333333334,0.4375,0.5625
11,pretrained,1,exact_r4,exact,4,4122,0.6108333333333333,0.4583333333333333,0.5416666666666667
11,pretrained,1,exact_r8,exact,8,8242,0.6066666666666667,0.4513888888888889,0.5486111111111112
11,pretrained,1,exact_r16,exact,16,16482,0.6083333333333333,0.4513888888888889,0.5486111111111112
11,pretrained,1,exact_r64,exact,64,65922,0.6083333333333333,0.5069444444444444,0.5069444444444444
11,pretrained,1,pairwise,pairwise,64,533058,0.8708333333333333,0.5,0.5
11,pretrained,1,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.9475,0.5208333333333334,0.5208333333333334
11,pretrained,1,triadic,triadic,87,534878,0.94,0.5138888888888888,0.5138888888888888
11,pretrained,2,query_only,query_only,64,1538,0.5,0.5,0.5
11,pretrained,2,exact_r1,exact,1,1032,0.585,0.5069444444444444,0.5069444444444444
11,pretrained,2,exact_r2,exact,2,2062,0.6125,0.4652777777777778,0.5347222222222222
11,pretrained,2,exact_r4,exact,4,4122,0.6258333333333334,0.4722222222222222,0.5277777777777778
11,pretrained,2,exact_r8,exact,8,8242,0.615,0.4930555555555556,0.5069444444444444
11,pretrained,2,exact_r16,exact,16,16482,0.615,0.4652777777777778,0.5347222222222222
11,pretrained,2,exact_r64,exact,64,65922,0.6125,0.4513888888888889,0.5486111111111112
11,pretrained,2,pairwise,pairwise,64,533058,0.8441666666666666,0.5069444444444444,0.5069444444444444
11,pretrained,2,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.9583333333333334,0.4513888888888889,0.5486111111111112
11,pretrained,2,triadic,triadic,87,534878,0.9408333333333333,0.5,0.5
11,pretrained,3,query_only,query_only,64,1538,0.5,0.5,0.5
11,pretrained,3,exact_r1,exact,1,1032,0.5533333333333333,0.4930555555555556,0.5069444444444444
11,pretrained,3,exact_r2,exact,2,2062,0.6166666666666667,0.4097222222222222,0.5902777777777778
11,pretrained,3,exact_r4,exact,4,4122,0.6233333333333333,0.4513888888888889,0.5486111111111112
11,pretrained,3,exact_r8,exact,8,8242,0.6216666666666667,0.4236111111111111,0.5763888888888888
11,pretrained,3,exact_r16,exact,16,16482,0.6175,0.3958333333333333,0.6041666666666667
11,pretrained,3,exact_r64,exact,64,65922,0.615,0.3958333333333333,0.6041666666666667
11,pretrained,3,pairwise,pairwise,64,533058,0.8958333333333334,0.5069444444444444,0.5069444444444444
11,pretrained,3,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.9608333333333333,0.4861111111111111,0.5138888888888888
11,pretrained,3,triadic,triadic,87,534878,0.9491666666666667,0.5138888888888888,0.5138888888888888
11,pretrained,4,query_only,query_only,64,1538,0.5,0.5,0.5
11,pretrained,4,exact_r1,exact,1,1032,0.5866666666666667,0.4375,0.5625
11,pretrained,4,exact_r2,exact,2,2062,0.6316666666666667,0.4097222222222222,0.5902777777777778
11,pretrained,4,exact_r4,exact,4,4122,0.6408333333333334,0.4444444444444444,0.5555555555555556
11,pretrained,4,exact_r8,exact,8,8242,0.6425,0.4444444444444444,0.5555555555555556
11,pretrained,4,exact_r16,exact,16,16482,0.6391666666666667,0.4583333333333333,0.5416666666666667
11,pretrained,4,exact_r64,exact,64,65922,0.6375,0.4861111111111111,0.5138888888888888
11,pretrained,4,pairwise,pairwise,64,533058,0.9216666666666666,0.4930555555555556,0.5069444444444444
11,pretrained,4,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.9758333333333333,0.4861111111111111,0.5138888888888888
11,pretrained,4,triadic,triadic,87,534878,0.9741666666666666,0.4930555555555556,0.5069444444444444
11,pretrained,5,query_only,query_only,64,1538,0.5,0.5,0.5
11,pretrained,5,exact_r1,exact,1,1032,0.6066666666666667,0.5069444444444444,0.5069444444444444
11,pretrained,5,exact_r2,exact,2,2062,0.6391666666666667,0.4722222222222222,0.5277777777777778
11,pretrained,5,exact_r4,exact,4,4122,0.6525,0.4652777777777778,0.5347222222222222
11,pretrained,5,exact_r8,exact,8,8242,0.6483333333333333,0.5277777777777778,0.5277777777777778
11,pretrained,5,exact_r16,exact,16,16482,0.6516666666666666,0.4513888888888889,0.5486111111111112
11,pretrained,5,exact_r64,exact,64,65922,0.655,0.5208333333333334,0.5208333333333334
11,pretrained,5,pairwise,pairwise,64,533058,0.9366666666666666,0.5138888888888888,0.5138888888888888
11,pretrained,5,pairwise_plus_triadic,pairwise_plus_triadic,64,1067934,0.9641666666666666,0.5208333333333334,0.5208333333333334
11,pretrained,5,triadic,triadic,87,534878,0.9683333333333334,0.5486111111111112,0.5486111111111112
